FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,SECURELVL,degx,degy,EBF_PFS,PM25F_PFS,TPF,EB_ET,PM25_ET,TC,CC,N_ENY_EOMI,N_PLN_EOMI,washu_mean,pm25_et_wa,pm25_2019,thresh_dif
"4920","10000296",HARALSON COUNTY SHERIFF'S OFFICE,137 HAYES-GLASS DR,BREMEN,GA,"30110","-999",(770) 646-2011,STATE,OPEN,"0",HARALSON,"13143",USA,MINIMUM,-85.165919,33.716487,0.610000000000000,0.560000000000000,7922.000000000000000,"0","0","0",0.000000000000000,"0","0",7.859090969779276,"0",8.199999809265140,
"4923","10004574",TAYLOR CORRECTIONAL INSTITUTION,8501 HAMPTON SPRINGS ROAD,PERRY,FL,"32348","8747",(850) 838-4000,STATE,OPEN,"894",TAYLOR,"12123",USA,CLOSE,-83.712882,30.038014,0.990000000000000,0.160000000000000,8171.000000000000000,"1","0","3",2.000000000000000,"1","0",6.753389836092392,"0",7.450000047683720,
"4924","10000460","CENTRAL FLORIDA RECEPTION CENTER, SOUTH",7000 H C KELLEY RD,ORLANDO,FL,"32831","2518",(407) 207-7777,STATE,OPEN,"98",ORANGE,"12095",USA,CLOSE,-81.159010,28.453275,0.410000000000000,0.150000000000000,7031.000000000000000,"0","0","0",0.000000000000000,"0","0",6.961538485991650,"0",7.000000000000000,
"4925","10002175","CENTRAL FLORIDA RECEPTION CENTER, MAIN",7000 H C KELLEY RD,ORLANDO,FL,"32831","2518",(407) 207-7777,STATE,OPEN,"1533",ORANGE,"12095",USA,CLOSE,-81.155959,28.463391,0.410000000000000,0.150000000000000,7031.000000000000000,"0","0","0",0.000000000000000,"0","0",6.961538485991650,"0",6.699999809265140,
"4926","10000504",DESOTO ANNEX,13617 SE HWY 70,ARCADIA,FL,"34266","7800",(863) 494-3727,STATE,OPEN,"1369",DESOTO,"12027",USA,CLOSE,-81.665185,27.203000,0.590000000000000,0.110000000000000,4730.000000000000000,"0","0","6",4.000000000000000,"0","1",5.509523817741412,"0",6.400000095367430,
"4927","10006167",FLORIDA WOMEN'S RECEPTION CENTER,3700 NW 111TH PLACE,OCALA,FL,"34482","1479",(352) 840-8000,STATE,OPEN,"1276",MARION,"12083",USA,CLOSE,-82.186260,29.309799,0.590000000000000,0.180000000000000,7997.000000000000000,"0","0","0",0.000000000000000,"0","0",6.456060626290062,"0",6.650000095367430,
"4928","10000494",HARDEE CORRECTIONAL INSTITUTION,6901 STATE ROAD 62,BOWLING GREEN,FL,"33834","9505",(863) 767-3100,STATE,OPEN,"1215",HARDEE,"12049",USA,CLOSE,-82.014838,27.590662,0.900000000000000,0.140000000000000,8864.000000000000000,"1","0","4",3.000000000000000,"1","0",6.662612629366350,"0",7.250000000000000,
"4929","10000465",HERNANDO CORRECTIONAL INSTITUTION,16415 SPRING HILL DR,BROOKSVILLE,FL,"34604","8167",(352) 754-6715,STATE,OPEN,"444",HERNANDO,"12053",USA,CLOSE,-82.454434,28.483022,0.460000000000000,0.250000000000000,5927.000000000000000,"0","0","0",0.000000000000000,"0","1",6.759090943769976,"0",6.800000190734860,
"4930","10000453",LAKE CORRECTIONAL INSTITUTION,19225 US HWY 27,CLERMONT,FL,"34715","9025",(352) 394-6146,STATE,OPEN,"1057",LAKE,"12069",USA,CLOSE,-81.766428,28.620494,0.490000000000000,0.210000000000000,16637.000000000000000,"0","0","0",0.000000000000000,"0","0",6.861363665624098,"0",6.750000000000000,
"4931","10000437",LOWELL CORRECTIONAL INSTITUTION,11120 NW GAINESVILLE RD,OCALA,FL,"34482","1479",(352) 690-8900,STATE,OPEN,"924",MARION,"12083",USA,CLOSE,-82.200398,29.310798,0.590000000000000,0.180000000000000,7997.000000000000000,"0","0","0",0.000000000000000,"0","0",6.456060626290062,"0",6.433333396911620,
"4932","10000440",MARION CORRECTIONAL INSTITUTION,3269 NW 105TH ST,OCALA,FL,"34475","-999",(352) 401-6400,STATE,OPEN,"1366",MARION,"12083",USA,CLOSE,-82.175024,29.308101,0.590000000000000,0.180000000000000,7997.000000000000000,"0","0","0",0.000000000000000,"0","0",6.456060626290062,"0",6.700000047683720,
"4933","10000473",POLK CORRECTIONAL INSTITUTION,10800 EVANS RD,POLK CITY,FL,"33868","6925",(863) 984-2273,STATE,OPEN,"1032",POLK,"12105",USA,CLOSE,-81.786758,28.191517,0.540000000000000,0.220000000000000,2359.000000000000000,"0","0","0",0.000000000000000,"0","0",7.099000039100648,"0",7.450000047683720,
"4936","10001908",J. AARON HAWKINS SR. CENTER,22522 ASHER ROAD,WRIGHTSVILLE,AR,"72183","-999",(501) 897-2256,STATE,OPEN,"-999",PULASKI,"05119",USA,MEDIUM,-92.191409,34.607362,0.900000000000000,0.740000000000000,3162.000000000000000,"1","0","2",2.000000000000000,"1","0",7.660447786103434,"0",7.599999904632570,
"4970","10004139",COMMUNITY CORRECTIONS CENTER - LINCOLN,2720 W VAN DORN ST,LINCOLN,NE,"68522","-999",(402) 471-0740,STATE,OPEN,"381",LANCASTER,"31109",USA,MINIMUM,-96.760388,40.785914,0.150000000000000,0.350000000000000,5882.000000000000000,"0","0","0",0.000000000000000,"0","0",6.638461626493014,"0",6.450000047683720,
"4971","10004126",COMMUNITY CORRECTIONS CENTER - OMAHA,2320 AVENUE J,OMAHA,NE,"68110","-999",(402) 595-2010,STATE,OPEN,"163",DOUGLAS,"31055",USA,MINIMUM,-95.900457,41.283553,0.570000000000000,0.500000000000000,2975.000000000000000,"0","0","0",0.000000000000000,"0","1",7.682608770287556,"0",7.500000000000000,
"4972","10004137",DIAGNOSTIC AND EVALUATION CENTER,3220 W VAN DORN ST,LINCOLN,NE,"68522","9284",(402) 471-3330,STATE,OPEN,"489",LANCASTER,"31109",USA,MAXIMUM,-96.766859,40.786100,0.150000000000000,0.350000000000000,5882.000000000000000,"0","0","0",0.000000000000000,"0","0",6.638461626493014,"0",6.400000095367430,
"4973","10004138",LINCOLN CORRECTIONAL CENTER,3216 W VAN DORN ST,LINCOLN,NE,"68522","-999",(402) 471-2861,STATE,OPEN,"510",LANCASTER,"31109",USA,MAXIMUM,-96.765964,40.787987,0.150000000000000,0.350000000000000,5882.000000000000000,"0","0","0",0.000000000000000,"0","0",6.638461626493014,"0",6.400000095367430,
"4974","10001738",NEBRASKA CORRECTIONAL CENTER FOR WOMEN,1107 RECHARGE RD,YORK,NE,"68467","8003",(402) 362-3317,STATE,OPEN,"340",YORK,"31185",USA,MAXIMUM,-97.628669,40.864091,0.440000000000000,0.160000000000000,4584.000000000000000,"0","0","0",0.000000000000000,"0","1",5.820689645306818,"0",5.699999809265140,
"4976","10001739",NEBRASKA STATE PENITENTIARY,4201 S 14TH ST,LINCOLN,NE,"68502","-999",(402) 471-3161,STATE,OPEN,"1341",LANCASTER,"31109",USA,MAXIMUM,-96.704115,40.769686,,0.360000000000000,1259.000000000000000,"0","0","0",0.000000000000000,"0","1",6.792730666933186,"0",6.799999952316280,
"4977","10004125",OMAHA CORRECTIONAL CENTER,2323 AVENUE J,OMAHA,NE,"68110","0099",(402) 595-3963,STATE,OPEN,"772",DOUGLAS,"31055",USA,MEDIUM,-95.898650,41.281243,0.570000000000000,0.500000000000000,2975.000000000000000,"0","0","0",0.000000000000000,"0","1",7.682608770287556,"0",7.450000047683720,
"4978","10001742",TECUMSEH STATE CORRECTIONAL INSTITUTION,2725 HWY 50,TECUMSEH,NE,"68450","-999",(402) 335-5998,STATE,OPEN,"1017",JOHNSON,"31097",USA,MAXIMUM,-96.185275,40.402232,0.630000000000000,0.330000000000000,3278.000000000000000,"0","0","1",1.000000000000000,"0","0",6.133082714295926,"0",6.300000190734860,
"4979","10001743",WORK ETHIC CAMP,2309 N HWY 83,MCCOOK,NE,"69001","-999",(308) 345-8405,STATE,OPEN,"192",RED WILLOW,"31145",USA,MINIMUM,-100.647998,40.228283,0.660000000000000,0.050000000000000,4847.000000000000000,"0","0","0",0.000000000000000,"0","0",5.555555573216192,"0",5.599999904632570,
"4980","10000467",ZEPHYRHILLS CORRECTIONAL INSTITUTION,2739 GALL BLVD,ZEPHYRHILLS,FL,"33541","9701",(813) 782-5521,STATE,OPEN,"587",PASCO,"12101",USA,CLOSE,-82.198692,28.199098,0.830000000000000,0.280000000000000,2719.000000000000000,"0","0","0",0.000000000000000,"0","0",7.460000014305114,"0",7.700000047683720,
"4983","10006595",NORFOLK REGIONAL CENTER,1700 N VICTORY ROAD,NORFOLK,NE,"68702","1209",(402) 370-3400,STATE,OPEN,"-999",MADISON,"31119",USA,NOT AVAILABLE,-97.384165,42.050958,0.350000000000000,0.130000000000000,5329.000000000000000,"0","0","0",0.000000000000000,"0","1",6.176470616284540,"0",6.199999809265140,
"4985","10002187",CHARLOTTE CORRECTIONAL INSTITUTION,33123 OIL WELL RD,PUNTA GORDA,FL,"33955","9701",(941) 833-8100,STATE,OPEN,"1344",CHARLOTTE,"12015",USA,CLOSE,-81.903810,26.803608,0.410000000000000,0.130000000000000,4700.000000000000000,"0","0","0",0.000000000000000,"0","1",5.812586730015644,"0",6.300000190734860,
"4986","10000546",DADE CORRECTIONAL INSTITUTION,19000 SW 377TH ST,FLORIDA CITY,FL,"33034","6409",(305) 242-1900,STATE,OPEN,"1538",MIAMI-DADE,"12086",USA,CLOSE,-80.497811,25.416728,0.830000000000000,0.160000000000000,8729.000000000000000,"0","0","11",5.000000000000000,"0","1",6.544071843952476,"0",6.400000095367430,
"4987","10004646",EVERGLADES CORRECTIONAL INSTITUTION,1599 S.W. 187TH AVE.,MIAMI,FL,"33194","-999",(305) 228-2000,STATE,OPEN,"1833",MIAMI-DADE,"12086",USA,CLOSE,-80.488961,25.750863,0.300000000000000,0.360000000000000,13848.000000000000000,"0","0","0",0.000000000000000,"0","0",7.299999952316284,"0",7.566666603088380,
"4995","10000512",SOUTH BAY CORRECTIONAL FACILITY,600 US HWY 27 S,SOUTH BAY,FL,"33493","2233",(561) 992-9505,STATE,OPEN,"1924",PALM BEACH,"12099",USA,CLOSE,-80.719290,26.657748,0.850000000000000,0.180000000000000,6149.000000000000000,"0","0","8",4.000000000000000,"0","0",6.882142850330898,"0",6.950000047683720,
"4996","10000679",FCI GREENVILLE,100 UNITED STATES HIGHWAY 40,GREENVILLE,IL,"62246","-999",(618) 664-6200,FEDERAL,OPEN,"1048",BOND,"17005",USA,MEDIUM,-89.408847,38.866318,0.700000000000000,0.650000000000000,6511.000000000000000,"0","0","0",0.000000000000000,"0","0",8.466666603088379,"0",8.500000000000000,
"4997","10000680",FCI GREENVILLE CAMP,100 UNITED STATES HIGHWAY 40,GREENVILLE,IL,"62246","-999",(618) 664-6200,FEDERAL,OPEN,"311",BOND,"17005",USA,MINIMUM,-89.407349,38.870164,0.700000000000000,0.650000000000000,6511.000000000000000,"0","0","0",0.000000000000000,"0","0",8.466666603088379,"0",8.500000000000000,
"4998","10000658",FCI PEKIN,2600 SOUTH 2ND STREET,PEKIN,IL,"61554","-999",(309) 346-8588,FEDERAL,OPEN,"1010",TAZEWELL,"17179",USA,MEDIUM,-89.659010,40.536036,0.410000000000000,0.800000000000000,5220.000000000000000,"0","0","2",2.000000000000000,"0","1",7.873333401150174,"0",7.950000047683720,
"4999","10000659",FCI PEKIN CAMP,2600 SOUTH 2ND STREET,PEKIN,IL,"61554","-999",(309) 346-8588,FEDERAL,OPEN,"270",TAZEWELL,"17179",USA,MINIMUM,-89.657724,40.539863,0.410000000000000,0.800000000000000,5220.000000000000000,"0","0","2",2.000000000000000,"0","1",7.873333401150174,"0",8.000000000000000,
"5003","10000694",USP MARION,4500 PRISON ROAD,MARION,IL,"62959","-999",(618) 964-1441,FEDERAL,OPEN,"1129",WILLIAMSON,"17199",USA,MEDIUM,-88.984061,37.663153,0.860000000000000,0.670000000000000,5223.000000000000000,"0","0","0",0.000000000000000,"0","1",6.911148652837084,"0",6.500000000000000,
"5004","10000633",AUSP THOMSON,1100 ONE MILE ROAD,THOMSON,IL,"61285","-999",(815) 259-1000,FEDERAL,OPEN,"703",CARROLL,"17015",USA,MAXIMUM,-90.109299,41.972966,0.800000000000000,0.630000000000000,1523.000000000000000,"0","0","0",0.000000000000000,"0","0",7.734761923835392,"0",8.349999904632570,
"5005","10000308",MONTGOMERY STATE PRISON,650 MOUNT VERNON ALSTON ROAD,MOUNT VERNON,GA,"30445","-999",(912) 583-3600,STATE,OPEN,"418",MONTGOMERY,"13209",USA,MEDIUM,-82.566121,32.161874,0.780000000000000,0.360000000000000,5047.000000000000000,"0","0","0",0.000000000000000,"0","0",7.203076932369134,"0",7.300000190734860,
"5019","10001938",MOUNTAIN VIEW CORRECTIONAL FACILITY,1182 DOVER RD,CHARLESTON,ME,"04422","-999",(207) 285-0880,STATE,OPEN,"-999",PENOBSCOT,"23019",USA,MEDIUM,-69.094450,45.092520,0.880000000000000,0.010000000000000,4317.000000000000000,"0","0","3",3.000000000000000,"0","1",4.121338825345539,"0",4.000000000000000,
"5023","10001470",MCC CHICAGO,71 WEST VAN BUREN STREET,CHICAGO,IL,"60605","-999",(312) 322-8669,FEDERAL,OPEN,"668",COOK,"17031",USA,MAXIMUM,-87.630482,41.876585,0.000000000000000,0.870000000000000,7545.000000000000000,"0","0","0",0.000000000000000,"0","1",9.300000190734863,"1",9.300000190734860,washuonly
"5024","10000642",DIXON CORRECTIONAL CENTER,2600 NORTH BRINTON AVENUE,DIXON,IL,"61021","-999",(815) 288-5561,STATE,OPEN,"2051",LEE,"17103",USA,MEDIUM,-89.478173,41.873745,0.380000000000000,0.700000000000000,7709.000000000000000,"0","0","0",0.000000000000000,"0","0",7.539999961853028,"0",7.533333301544190,
"5025","10000315",MCRAE CORRECTIONAL FACILITY,112 JIM HAMMOCK DRIVE,MCRAE,GA,"31055","-999",(229) 868-7778,FEDERAL,OPEN,"1601",TELFAIR,"13271",USA,MINIMUM,-82.871577,32.050070,0.920000000000000,0.350000000000000,11573.000000000000000,"1","0","4",3.000000000000000,"1","0",7.136330949316780,"0",7.366666793823240,
"5026","10004527",APPLING INTEGRATED TREATMENT FACILITY,252 WEST PARK DRIVE,BAXLEY,GA,"31513","-999",(912) 367-1761,STATE,OPEN,"191",APPLING,"13001",USA,MEDIUM,-82.408839,31.805070,0.870000000000000,0.350000000000000,4766.000000000000000,"0","0","2",1.000000000000000,"0","0",7.237837826883472,"0",8.100000381469730,
"5030","10000545",HOMESTEAD CORRECTIONAL INSTITUTION,19000 SW 377TH ST,FLORIDA CITY,FL,"33034","6409",(305) 242-1770,STATE,OPEN,"707",MIAMI-DADE,"12086",USA,CLOSE,-80.497300,25.412993,0.830000000000000,0.160000000000000,8729.000000000000000,"0","0","11",5.000000000000000,"0","1",6.544071843952476,"0",6.400000095367430,
"5031","10000510",MOORE HAVEN CORRECTIONAL FACILITY,1282 EAST STATE ROAD 78,MOORE HAVEN,FL,"33471","-999",(863) 946-2420,STATE,OPEN,"964",GLADES,"12043",USA,MEDIUM,-81.120182,26.838432,0.630000000000000,0.110000000000000,3565.000000000000000,"0","0","1",1.000000000000000,"0","0",5.353333336656744,"0",6.000000000000000,
"5032","10000495",OKEECHOBEE CORRECTIONAL INSTITUTION,3420 NE 168TH ST,OKEECHOBEE,FL,"34972","4824",(863) 462-5400,STATE,OPEN,"1667",OKEECHOBEE,"12093",USA,CLOSE,-80.784445,27.396070,0.520000000000000,0.120000000000000,6148.000000000000000,"0","0","1",1.000000000000000,"0","0",4.966785721267972,"0",5.099999904632570,
"5033","10000653",HILL CORRECTIONAL CENTER,600 SOUTH LINWOOD ROAD,GALESBURG,IL,"61401","-999",(309) 343-4212,STATE,OPEN,"1698",KNOX,"17095",USA,MEDIUM,-90.406958,40.939746,0.520000000000000,0.700000000000000,5723.000000000000000,"0","0","0",0.000000000000000,"0","0",7.927777899636164,"0",7.950000047683720,
"5036","10000547",SOUTH FLORIDA RECEPTION CENTER,14000 NW 41ST ST,DORAL,FL,"33178","3003",(305) 592-9567,STATE,OPEN,"960",MIAMI-DADE,"12086",USA,CLOSE,-80.426387,25.805877,,0.380000000000000,2765.000000000000000,"0","0","0",0.000000000000000,"0","0",7.663888918028938,"0",8.000000000000000,
"5037","10000548","SOUTH FLORIDA RECEPTION CENTER, SOUTH UNIT",13910 NW 41ST ST,DORAL,FL,"33178","3014",(305) 592-9710,STATE,OPEN,"629",MIAMI-DADE,"12086",USA,CLOSE,-80.426087,25.799191,,0.380000000000000,2765.000000000000000,"0","0","0",0.000000000000000,"0","0",7.663888918028938,"0",8.000000000000000,
"5040","10003928",CHARLES D. HUDSON TRANSFER CENTER,100 JIM HESTER ROAD,LAGRANGE,GA,"30241","-999",(706) 845-4018,STATE,OPEN,"150",TROUP,"13285",USA,MINIMUM,-84.969593,33.024846,0.980000000000000,0.570000000000000,5353.000000000000000,"1","0","3",3.000000000000000,"1","0",7.569491564217262,"0",7.900000095367430,
"5041","10002121",CLAYTON TRANSITIONAL CENTER,242 FALCON DR,FOREST PARK,GA,"30297","-999",(404) 675-1500,STATE,OPEN,"379",CLAYTON,"13063",USA,MINIMUM,-84.397408,33.624301,0.880000000000000,0.710000000000000,4262.000000000000000,"0","0","5",4.000000000000000,"0","1",9.637499928474426,"1",9.899999618530270,washuonly
"5042","10000314",COASTAL STATE PRISON,200 GULF STREAM RD,GARDEN CITY,GA,"31418","-999",(912) 965-6330,STATE,OPEN,"1638",CHATHAM,"13051",USA,MEDIUM,-81.186554,32.137592,0.180000000000000,0.370000000000000,26753.000000000000000,"0","0","0",0.000000000000000,"0","1",7.832867135534754,"0",8.199999809265140,
"5043","10000313",COASTAL TRANSITION CENTER,309 STILES AVE,SAVANNAH,GA,"31415","-999",(912) 651-0900,STATE,OPEN,"260",CHATHAM,"13051",USA,MINIMUM,-81.111594,32.078361,0.950000000000000,0.330000000000000,4946.000000000000000,"1","0","8",5.000000000000000,"1","1",8.175000190734863,"0",8.100000381469730,
"5045","10000100",BOLDUC CORRECTIONAL FACILITY,516 CUSHING RD,WARREN,ME,"04864","-999",(207) 273-5123,STATE,OPEN,"192",KNOX,"23013",USA,MINIMUM,-69.217447,44.067610,0.840000000000000,0.010000000000000,7511.000000000000000,"0","0","0",0.000000000000000,"0","0",4.186363594098524,"0",4.300000190734860,
"5046","10001162",DOWNEAST CORRECTIONAL FACILITY,64 BASE RD,MACHIASPORT,ME,"04655","-999",(207) 255-1100,STATE,OPEN,"147",WASHINGTON,"23029",USA,MINIMUM,-67.397328,44.628388,0.930000000000000,0.000000000000000,2332.000000000000000,"1","0","2",2.000000000000000,"1","1",3.896296283713093,"0",4.099999904632570,
"5047","10001165",MAINE CORRECTIONAL CENTER,17 MALLISON FALLS RD,WINDHAM,ME,"04062","-999",(207) 893-7000,STATE,OPEN,"500",CUMBERLAND,"23005",USA,MEDIUM,-70.414427,43.726936,0.780000000000000,0.070000000000000,5901.000000000000000,"0","0","0",0.000000000000000,"0","1",5.021818161010742,"0",5.099999904632570,
"5048","10001163",MAINE STATE PRISON,807 CUSHING RD,WARREN,ME,"04864","-999",(207) 273-5300,STATE,OPEN,"836",KNOX,"23013",USA,CLOSE,-69.230408,44.065441,0.840000000000000,0.010000000000000,7511.000000000000000,"0","0","0",0.000000000000000,"0","0",4.186363594098524,"0",4.199999809265141,
"5050","10005035",RIVERVIEW PSYCHIATRIC CENTER,250 ARSENAL STREET,AUGUSTA,ME,"04330","-999",(207) 624-3900,STATE,OPEN,"77",KENNEBEC,"23011",USA,NOT AVAILABLE,-69.770967,44.299967,0.900000000000000,0.040000000000000,4521.000000000000000,"1","0","3",3.000000000000000,"1","0",4.415789528896935,"0",4.633333206176760,
"5052","10001977",BRADSHAW STATE JAIL,3900 W LOOP 571N,HENDERSON,TX,"75653","-999",(903) 655-0880,STATE,OPEN,"1964",RUSK,"48401",USA,MEDIUM,-94.815397,32.182642,0.750000000000000,0.750000000000000,4196.000000000000000,"0","0","0",0.000000000000000,"0","0",6.958139526751614,"0",7.199999809265140,
"5054","10002957",SOUTH FORK FOREST CAMP,48300 WILSON RIVER HWY,TILLAMOOK,OR,"97141","9799",(503) 842-2811,STATE,OPEN,"188",TILLAMOOK,"41057",USA,MINIMUM,-123.465226,45.590173,0.490000000000000,0.040000000000000,8634.000000000000000,"0","0","3",2.000000000000000,"0","1",5.227014199817350,"0",5.149999856948850,
"5061","10002105",PHILLIPS TRANSITIONAL CENTER,2989 W ROCK QUARRY ROAD,BUFORD,GA,"30519","-999",(770) 932-4671,STATE,OPEN,"194",GWINNETT,"13135",USA,MINIMUM,-83.909470,34.095546,0.380000000000000,0.640000000000000,14829.000000000000000,"0","0","0",0.000000000000000,"0","0",8.260714292526245,"0",8.349999904632570,
"5062","10002106",PHILLIPS STATE PRISON,2989 WEST ROCK QUARRY ROAD,BUFORD,GA,"30519","-999",(770) 932-4500,STATE,OPEN,"1048",GWINNETT,"13135",USA,MEDIUM,-83.911303,34.093931,0.320000000000000,0.670000000000000,26399.000000000000000,"0","0","0",0.000000000000000,"0","0",8.723076893733097,"0",8.349999904632570,
"5076","10006350",DIXON SPRINGS IMPACT INCARCERATION PROGRAM (IIP),979 STATE HWY 146 W.,GOLCONDA,IL,"62938","-999",(618) 949-3311,STATE,OPEN,"33",POPE,"17151",USA,MINIMUM,-88.663769,37.381323,0.970000000000000,0.650000000000000,2298.000000000000000,"1","0","3",3.000000000000000,"1","1",6.485202489240890,"0",6.199999809265140,
"5077","10000689",DU QUOIN IMPACT INCARCERATION PROGRAM (IIP),275 AGRILAND ACRES DR,DU QUOIN,IL,"62832","-999",(618) 542-5738,STATE,OPEN,"31",PERRY,"17145",USA,MINIMUM,-89.215690,37.983655,0.750000000000000,0.620000000000000,2380.000000000000000,"0","0","0",0.000000000000000,"0","1",7.848052003166894,"0",7.900000095367430,
"5086","10002884",JESTER I UNIT,1 JESTER RD,RICHMOND,TX,"77406","-999",(281) 277-3030,STATE,OPEN,"-999",FORT BEND,"48157",USA,NOT AVAILABLE,-95.713053,29.636866,0.080000000000000,0.860000000000000,2819.000000000000000,"0","0","2",2.000000000000000,"0","0",7.966666857401530,"0",7.800000190734860,
"5087","10000220",LUTHER PRISON AND TRUSTY CAMP,1800 LUTHER DR,NAVASOTA,TX,"77868","-999",(936) 825-7547,STATE,OPEN,"1293",GRIMES,"48185",USA,MEDIUM,-96.058695,30.260686,0.770000000000000,0.760000000000000,2292.000000000000000,"0","0","5",3.000000000000000,"0","0",6.893548396325882,"0",6.850000143051150,
"5088","10006300",CHASE FIELD WILDERNESS UNIT,4304 HWY 202,BEEVILLE,TX,"78102","-999",(361) 358-9880,STATE,OPEN,"414",BEE,"48025",USA,MINIMUM,-97.661265,28.374651,0.720000000000000,0.720000000000000,8417.000000000000000,"0","0","0",0.000000000000000,"0","0",6.455153219547112,"0",6.800000190734860,
"5089","10000225",CLEVELAND CORRECTIONAL CENTER,901 E 5TH ST,CLEVELAND,TX,"77328","-999",(281) 592-9559,STATE,OPEN,"509",LIBERTY,"48291",USA,MINIMUM,-95.072807,30.365000,0.680000000000000,0.800000000000000,3076.000000000000000,"0","0","5",4.000000000000000,"0","0",7.192857163293022,"0",7.099999904632570,
"5090","10000790",SAN QUENTIN STATE PRISON (SQ),MAIN STREET,SAN QUENTIN,CA,"94964","-999",(415) 454-1460,STATE,OPEN,"3989",MARIN,"06041",USA,MAXIMUM,-122.490367,37.940040,,0.930000000000000,2649.000000000000000,"0","1","0",0.000000000000000,"1","0",8.498271987539018,"0",8.466666539510090,cejstonly
"5092","10000817",CORRECTIONAL TRAINING FACILITY (CTF),SOLEDAD PRISON ROAD,SOLEDAD,CA,"93960","-999",(831) 678-3951,STATE,OPEN,"4983",MONTEREY,"06053",USA,MEDIUM,-121.382233,36.469648,0.080000000000000,0.110000000000000,8821.000000000000000,"0","0","2",1.000000000000000,"0","0",4.899999936421712,"0",4.949999928474430,
"5093","10000644",EAST MOLINE CORRECTIONAL CENTER,100 HILLCREST ROAD,EAST MOLINE,IL,"61244","-999",(309) 755-4511,STATE,OPEN,"1318",ROCK ISLAND,"17161",USA,MINIMUM,-90.419121,41.533729,0.210000000000000,0.730000000000000,6150.000000000000000,"0","0","0",0.000000000000000,"0","1",8.371428585052490,"0",8.650000095367430,
