,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area,geometry
4681,4682,10000161,JOHNSTON SAFPF,703 AIRPORT RD,WINNSBORO,TX,75494,-999,(903) 342-6166,STATE,OPEN,600.0,WOOD,48499,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tdcj.state.tx.us/documents/prea_report/Johnston_Unit_2016-09-30.pdf,2016-09-30 00:00:00+00:00,IMAGERY/OTHER,2020-02-21 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MINIMUM,612.0,0.00671639011051,{E30574C3-6D52-4918-9E30-1F0317F86383},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.006716390110506764,2.44224914908e-06,POINT (-95.28339492588117 32.93833146111846)
4683,4684,10000152,JORDAN PRISON,1992 HELTON RD,PAMPA,TX,79065,-999,(806) 665-7070,STATE,OPEN,993.0,GRAY,48179,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-21 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,1008.0,0.0134994482543,{8EFB426C-A19F-45B4-8597-34BCF4F6526B},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013499448254285836,1.12393045445e-05,POINT (-100.88824082343416 35.5661592331431)
4684,4685,10001966,BATEN ISF,1995 HELTON RD,PAMPA,TX,79065,-999,(806) 665-7070,STATE,OPEN,179.0,GRAY,48179,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tdcj.state.tx.us/documents/prea_report/Jordan-Baten_Units_2017_09_29.pdf,2017-09-29 00:00:00+00:00,IMAGERY/OTHER,2020-02-11 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,420.0,0.00506373880046,{605CD75F-70DF-40F8-9137-E1A418C77179},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005063738800455956,1.3598716267e-06,POINT (-100.89190370126924 35.56496874529662)
4687,4688,10000228,KYLE CORRECTIONAL CENTER,23001 IH-35,KYLE,TX,78640,-999,(512) 268-0079,STATE,OPEN,264.0,HAYS,48209,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-21 00:00:00+00:00,http://www.mtctrains.com/corrections/#locations,MINIMUM,520.0,0.00724427881103,{AAC55857-B09C-488B-AA27-DEE2606FC4FB},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.007244278811034727,2.67051729293e-06,POINT (-97.87211945363617 29.978871321840774)
4690,4691,10002858,LEBLANC PRE-RELEASE FACILITY,3695 FM 3514,BEAUMONT,TX,77705,-999,(409) 724-1515,STATE,OPEN,1216.0,JEFFERSON,48245,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-21 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,1224.0,0.00928986383165,{1C91A404-351D-4621-90C5-1FD46062098D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009289863831653832,5.86024005811e-06,POINT (-94.03980803835435 29.99483426567261)
4691,4692,10000208,LEWIS PRISON,777 FM 3497,WOODVILLE,TX,75990,-999,(409) 283-8181,STATE,OPEN,2084.0,TYLER,48457,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-21 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2232.0,0.017505386035,{5CAB0358-7421-4ACF-8854-08F347891A02},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.017505386035026393,1.36623709093e-05,POINT (-94.397733463781 30.79588541263074)
4695,4696,10002876,LOCKHART CORRECTIONAL FACILITY,1400 INDUSTRIAL BLVD,LOCKHART,TX,78644,-999,(512) 398-3480,STATE,OPEN,956.0,CALDWELL,48055,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-25 00:00:00+00:00,http://www.mtctrains.com/corrections/#locations,MINIMUM,1000.0,0.011200304717,{7037EA4E-3B69-4E58-A8C2-9557425775F8},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.011200304716955812,6.30125207457e-06,POINT (-97.65257661146862 29.870177465406076)
4700,4701,10002862,LYCHNER STATE JAIL,2350 ATASCOCITA ROAD,HUMBLE,TX,77396,-999,(281) 454-5036,STATE,OPEN,1756.0,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-25 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,2276.0,0.0132383366759,{FB4F9DBB-17DE-49A0-A62C-C57A6FD93204},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013238336675862172,9.79880257011e-06,POINT (-95.22250822195723 29.957483447966798)
4702,4703,10000203,LYNAUGH PRISON,1098 S HWY 2037,FORT STOCKTON,TX,79735,-999,(432) 395-2938,STATE,OPEN,1134.0,PECOS,48371,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-25 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,1416.0,0.0130795024942,{FB2A01F6-DC03-479E-938F-5085F12C7FF0},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013079502494223951,1.06999121858e-05,POINT (-103.04870068921836 30.78928247647072)
4703,4704,10002828,MARLIN UNIT,2893 STATE HWY 6,MARLIN,TX,76661,6588,(254) 883-3858,STATE,OPEN,544.0,FALLS,48145,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-25 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MINIMUM,606.0,0.00837047950339,{66C3B81D-9DA5-49B6-B376-934F3D1D9CB1},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.00837047950339071,3.63338525e-06,POINT (-96.88050079813324 31.294404728014097)
4706,4707,10000248,MCCONNELL PRISON,3001 S EMILY DR,BEEVILLE,TX,78102,-999,(361) 362-2300,STATE,OPEN,2812.0,BEE,48025,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-25 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2900.0,0.0177790952372,{57EA46D7-DF59-4BCA-B5E2-07EBEEB7981D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.017779095237162756,2.22033056495e-05,POINT (-97.71691856597609 28.37227447156898)
4708,4709,10000176,MIDDLETON TRANSFER FACILITY,13055 FM 3522,ABILENE,TX,79601,-999,(325) 548-9075,STATE,OPEN,1985.0,JONES,48253,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-25 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MAXIMUM,2128.0,0.0149251746056,{1F32307E-1A1E-4255-8E84-0947B0254AC5},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014925174605565443,1.25387550862e-05,POINT (-99.62571681599482 32.556350924465896)
4780,4781,10000122,BELL COUNTY FORESTRY CAMP,560 CORRECTIONAL DR,PINEVILLE,KY,40977,-999,(606) 337-7065,STATE,OPEN,299.0,BELL,21013,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.ky.gov/Facilities/AI/BCFC/Pages/default.aspx,2017-11-29 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,https://corrections.ky.gov/depts/AI/Pages/default.aspx,MINIMUM,300.0,0.0202994482022,{0A61B8A7-1FF4-476A-8256-B85462B8CE34},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.02029944820221323,1.04410668633e-05,POINT (-83.85169233519275 36.66899379698277)
4781,4782,10000120,KENTUCKY STATE PENITENTIARY,266 WATER ST,EDDYVILLE,KY,42038,-999,(270) 388-2211,STATE,OPEN,849.0,LYON,21143,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.ky.gov/Facilities/AI/ksp/Pages/default.aspx,2017-11-29 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,https://corrections.ky.gov/depts/AI/Pages/default.aspx,MAXIMUM,849.0,0.0154136749737,{D391F64D-1FA0-4F31-BE89-BDBC2E7E1BAF},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.015413674973664105,1.05949593172e-05,POINT (-88.07574221098011 37.04927104652384)
4782,4783,10000103,KENTUCKY STATE REFORMATORY,3001 W HWY 146,LAGRANGE,KY,40032,-999,(502) 222-9441,STATE,OPEN,1660.0,OLDHAM,21185,USA,922140,CORRECTIONAL INSTITUTIONS,https://corrections.ky.gov/Facilities/AI/ksr/Pages/default.aspx,2017-11-29 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,https://corrections.ky.gov/depts/AI/Pages/default.aspx,MEDIUM,1691.0,0.0237235103666,{CE40D9B8-9516-4A58-981D-DDD7045CF9A0},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.023723510366642924,2.46189255479e-05,POINT (-85.41658269923025 38.40389133562621)
4783,4784,10000101,LUTHER LUCKETT CORRECTIONAL COMPLEX,1612 DAWKINS RD,LAGRANGE,KY,40031,-999,(502) 222-0363,STATE,OPEN,1180.0,OLDHAM,21185,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.shakespearebehindbars.org/programs/kentucky/llccjourneymen/,2017-11-29 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,https://corrections.ky.gov/depts/AI/Pages/default.aspx,MEDIUM,1178.0,0.019733992767,{95D6463B-526D-4458-9F88-520D76C59574},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.019733992766979735,1.49171941058e-05,POINT (-85.4259908500596 38.41243088015581)
4811,4812,10000118,FCI MANCHESTER,805 FOX HOLLOW RD,MANCHESTER,KY,40962,-999,(606) 598-1900,FEDERAL,OPEN,964.0,CLAY,21051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/man/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,https://www.bop.gov/locations/,MEDIUM,974.0,0.0156156488995,{8A708F23-FEFA-428A-8EC3-B32FF8F442CD},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.015615648899545509,1.59795694684e-05,POINT (-83.78981344956406 37.17961397015208)
4812,4813,10000119,FCI MANCHESTER CAMP,805 FOX HOLLOW RD,MANCHESTER,KY,40962,-999,(606) 598-1900,FEDERAL,OPEN,141.0,CLAY,21051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/man/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,https://www.bop.gov/locations/,MINIMUM,512.0,0.00817142523953,{25312EFA-5172-454A-8A41-B227BB8BCACD},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.008171425239527451,1.48543860413e-06,POINT (-83.78289314845942 37.17778155789012)
4818,4819,10000560,DENVER RECEPTION AND DIAGNOSTIC CENTER,10900 SMITH ROAD,DENVER,CO,80239,-999,(303) 371-4804,STATE,OPEN,560.0,DENVER,08031,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.colorado.gov/pacific/cdoc/departmental-reports-and-statistics,2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-20 00:00:00+00:00,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,MAXIMUM,570.0,0.00959766295,{1D0832EA-C3B4-4B83-A111-1B4B8E1B6F9A},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009597662950004632,5.60760793783e-06,POINT (-104.86080255139129 39.76677715905395)
4822,4823,10004551,ROBERT L. PATTEN PROBATION DETENTION CENTER,1009 NORTH 10TH AVENUE,LAKELAND,GA,31635,-999,(229) 482-8241,STATE,OPEN,-999.0,LANIER,13173,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/AboutGDC/FactSheets/probation-detention-and-transitional-centers,2017-11-22 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/AboutGDC/FactSheets/probation-detention-and-transitional-centers,MINIMUM,252.0,0.00506254958917,{56279CE2-7EB5-4FCE-A064-B43A2ACF07D1},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005062549589165429,1.43443513013e-06,POINT (-83.06178374031698 31.03990136052562)
4823,4824,10002226,CENTENNIAL CORRECTIONAL FACILITY,E US HIGHWAY 50 EVANS BLVD,CANON CITY,CO,81215,-999,(719) 269-4810,STATE,OPEN,306.0,FREMONT,08043,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.colorado.gov/pacific/cdoc/departmental-reports-and-statistics,2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-20 00:00:00+00:00,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,MAXIMUM,336.0,0.0151023870755,{5B2D8F2B-41C5-44B9-AB8C-7C4ADD5AB418},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.015102387075478941,1.35785057784e-05,POINT (-105.1516725846814 38.437766628469134)
4824,4825,10000578,COLORADO TERRITORIAL CORRECTIONAL FACILITY,275 WEST UNITED STATES HIGHWAY 50,CANON CITY,CO,81215,-999,(719) 275-4181,STATE,OPEN,920.0,FREMONT,08043,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.colorado.gov/pacific/cdoc/departmental-reports-and-statistics,2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-20 00:00:00+00:00,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,CLOSE,953.0,0.0126958006828,{2299F4AE-9795-4052-8D58-739537F4B0C6},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012695800682812527,7.70900030357e-06,POINT (-105.24869508117297 38.4380231668852)
4829,4830,10000385,HAMILTON CORRECTIONAL INSTITUTION,10650 SW 46TH ST,JASPER,FL,32052,1360,(386) 792-5151,STATE,OPEN,906.0,HAMILTON,12047,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/orginfo/facilitydir.html#4,CLOSE,1177.0,0.0132357253714,{9E47DC0F-8488-4250-BA25-483910C37004},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013235725371447338,1.18204270651e-05,POINT (-82.96154176294296 30.502226093912494)
4831,4832,10005261,HERLONG FCI CAMP,741-925 ACCESS RD A-25,HERLONG,CA,96113,-999,(530) 827-8000,FEDERAL,OPEN,107.0,LASSEN,06035,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2019-11-25 00:00:00+00:00,https://www.bop.gov/locations/,MINIMUM,128.0,0.00656104015068,{F0DA1EA9-8D1D-44DE-B2AD-64BA060B5530},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.006561040150684101,1.93499586913e-06,POINT (-120.153899940052 40.15300841893141)
4835,4836,10000773,CALIFORNIA CORRECTIONAL CENTER (CCC),711-045 CENTER ROAD,SUSANVILLE,CA,96127,0790,(530) 257-2181,STATE,OPEN,4336.0,LASSEN,06035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017-10-18 00:00:00+00:00,IMAGERY/OTHER,2019-11-25 00:00:00+00:00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,3883.0,0.0261588489505,{EA213597-FEEC-48BF-9CF2-1C352BE35FCC},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.02615884895045384,1.8556639255e-05,POINT (-120.51673022285844 40.401958016858714)
4836,4837,10000799,CALIFORNIA HEALTH CARE FACILITY (CHCF),7707 AUSTIN ROAD,STOCKTON,CA,95215,-999,(209) 467-2500,STATE,OPEN,2315.0,SAN JOAQUIN,06077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017-10-18 00:00:00+00:00,IMAGERY/OTHER,2019-11-25 00:00:00+00:00,http://www.cdcr.ca.gov/Facilities_Locator/,NOT AVAILABLE,2951.0,0.0221469125299,{DDBEB160-1632-44A7-BDC5-B96096B2E8F8},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.022146912529855907,3.22757720694e-05,POINT (-121.19058480822531 37.89778735654586)
4840,4841,10001530,CALIFORNIA CORRECTIONAL INSTITUTION (CCI),24900 HWY 202,TEHACHAPI,CA,93561,-999,(661) 822-4402,STATE,OPEN,3818.0,KERN,06029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017-10-18 00:00:00+00:00,IMAGERY/OTHER,2019-11-25 00:00:00+00:00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2783.0,0.0663206619493,{64297596-5E49-4232-B479-318CB715003F},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.06632066194926492,5.02804604859e-05,POINT (-118.57033068662754 35.10991490959099)
4841,4842,10000428,LANCASTER CORRECTIONAL INSTITUTION,3449 SW STATE RD 26,TRENTON,FL,32693,5641,(352) 463-4100,STATE,OPEN,475.0,GILCHRIST,12041,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,CLOSE,732.0,0.0203923968345,{374221CE-0E7B-4911-8DB4-8206B0747346},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.020392396834479354,2.47343526817e-05,POINT (-82.86347390611323 29.608011984237812)
4843,4844,10000056,WYOMING WOMEN'S CENTER,1000 W GRIFFITH BLVD,LUSK,WY,82225,0020,(307) 334-3693,STATE,OPEN,249.0,NIOBRARA,56027,USA,922140,CORRECTIONAL INSTITUTIONS,http://corrections.wyo.gov/home/institutions/wwc,2017-06-30 00:00:00+00:00,IMAGERY/OTHER,2020-03-03 00:00:00+00:00,http://corrections.wyo.gov/home/institutions/wwc,MAXIMUM,275.0,0.00766938375524,{F97E3CAA-2E13-4D3E-9BCA-3791D00C6583},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.007669383755243289,2.83548367788e-06,POINT (-104.4673103195086 42.76794100421206)
4845,4846,10000384,HAMILTON CORRECTIONAL INSTITUTION ANNEX,10650 SW 46TH ST,JASPER,FL,32052,1360,(386) 792-5897,STATE,OPEN,1305.0,HAMILTON,12047,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/orginfo/facilitydir.html#4,CLOSE,1408.0,0.0167126189405,{FAA5B70A-E440-4392-9B5B-D20778ADB7D6},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.016712618940460083,1.37975530792e-05,POINT (-82.96742190725975 30.503555651925694)
4846,4847,10000394,LAKE CITY CORRECTIONAL FACILITY,7906 EAST HIGHWAY 90,LAKE CITY,FL,32055,6290,(386) 755-3379,STATE,OPEN,876.0,COLUMBIA,12023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.cca.com/locations",2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.cca.com/locations,CLOSE,893.0,0.00797498043236,{BCEB45A8-97CD-4947-8B72-7DEF901D573E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.00797498043236218,4.28363115072e-06,POINT (-82.50773893335887 30.19252796681552)
4847,4848,10000414,LAWTEY CORRECTIONAL INSTITUTION,22298 NE COUNTY ROAD 200B,LAWTEY,FL,32058,-999,(904) 782-2000,STATE,OPEN,800.0,BRADFORD,12007,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,MEDIUM,832.0,0.0139435938391,{060C62BB-DAC8-4E26-A380-DB90E4F0E287},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013943593839084648,9.74816005933e-06,POINT (-82.07236464390276 30.033921205620224)
4852,4853,10000381,MADISON CORRECTIONAL INSTITUTION,382 SW MCI WAY,MADISON,FL,32340,4430,(850) 973-5300,STATE,OPEN,1259.0,MADISON,12079,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,CLOSE,1189.0,0.0149668958009,{F88A80DB-44AE-4DF5-A1DB-979053F1343D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01496689580085218,1.33941297225e-05,POINT (-83.4216116982797 30.440087517080556)
4863,4864,10006323,MAYO CORRECTIONAL,8784 US HIGHWAY 27 W,MAYO,FL,32066,-999,(386) 294-4500,STATE,OPEN,0.0,LAFAYETTE,12067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/ci/212.html,2020-05-28 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,NOT AVAILABLE,1668.0,0.0157603006746,{37F52EB1-52BB-485C-AD08-FBB9028F9E3D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01576030067460514,1.49209951947e-05,POINT (-83.30491042793403 30.1327174812312)
4870,4871,10006189,WYOMING MEDIUM CORRECTIONAL INSTITUTION,7076 ROAD 55F,TORRINGTON,WY,82240,-999,(307) 532-3198,STATE,OPEN,655.0,GOSHEN,56015,USA,922140,CORRECTIONAL INSTITUTIONS,http://corrections.wyo.gov/home/institutions/wmci,2015-06-22 00:00:00+00:00,IMAGERY/OTHER,2020-03-03 00:00:00+00:00,http://corrections.wyo.gov/home/institutions/wmci,MAXIMUM,722.0,0.0126194663542,{E8F0020F-0B22-43FB-93C9-DE9A691573FD},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012619466354171199,9.9108750837e-06,POINT (-104.11905496502774 42.071219704499896)
4874,4875,10000430,PUTNAM CORRECTIONAL INSTITUTION,128 YELVINGTON RD,EAST PALATKA,FL,32131,2100,(386) 326-6800,STATE,OPEN,449.0,PUTNAM,12107,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,MEDIUM,458.0,0.00694466149643,{0AD38842-C52B-4E84-A6BA-185FDF2B72B1},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.006944661496426948,2.98619985363e-06,POINT (-81.58778591961834 29.646170076520757)
4875,4876,10000418,RECEPTION AND MEDICAL CENTER (RMC),7765 S COUNTY RD 231,LAKE BUTLER,FL,32054,0628,(386) 496-6000,STATE,OPEN,1614.0,UNION,12125,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,CLOSE,1503.0,0.0177137582826,{CB336D6D-26D4-4B61-9F2D-7831AA9BD47D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01771375828257632,1.77975674153e-05,POINT (-82.35918382266625 29.98965556502648)
